上坟	12354
上天	197428
上天入地	4657
上好	80102
上学	567120
上官	32847
上官	32847
上家	16968
上将	173302
上尉	33714
上层	95349
上层建筑	42947
上山	147026
上山下乡	26306
上岸	78484
上岗	171783
上工	14872
上市	3759924
上帝	466661
上年	553691
上床	166034
上座	7191
上弦	6222
上心	28724
上思	2768
上思县	622
上房	32591
上手	70214
上扬	310810
上文	25899
上新世	1114
上方宝剑	572
上旬	140739
上升	1983343
上映	300701
上书	70721
上月	246573
上杭	5582
上杭县	3539
上林	8832
上林县	1342
上栗	931
上栗县	1446
上校	73754
上梁不正下梁歪	3245
上榜	125342
上楼	80887
上标	13289
上次	544569
上款	2137
上气不接下气	9103
上水	26210
上水	26210
上流	45030
上海	6771215
上海交通大学	35712
上海大学	18624
上海宝钢集团公司	1999
上海市	540903
上海汽车工业集团	375
上海浦东发展银行	7606
上海第二医科大学	19810
上海话	35399
上海证券交易所	125465
上海财经大学	8795
上海医科大学	15783
上海体育场	6205
上游	259432
上演	448537
上涨	2266059
上火	106404
上犹	3602
上犹县	2535
上班	1465310
上甘岭区	12
上田	65
上界	6728
上当	158634
上疏	13214
上瘾	73223
上皮	171103
上相	10019
上睑	17210
上确界	101
上空	204712
上等	63122
上等兵	2485
上级	426544
上网	880170
上线	202423
上缴	101968
上声	5871
上肢	41643
上膘	352
上膛	6938
上船	59553
上色	26768
上色	26768
上菜	25740
上万	146017
上苍	21197
上蔡	4081
上蔡县	4018
上虞	10731
上虞市	4876
上行	210859
上行下效	3321
上街	112484
上街区	836
上衣	155638
上装	42832
上西天	2583
上访	105266
上诉	225162
上课	703933
上调	355766
上谕	5417
上议院	4813
上路	168196
上身	134315
上车	290308
上轨道	2600
上辈	2296
上辈子	58112
上述	1708796
上进	59186
上进心	23723
上达	8417
上边	60188
上部	82446
上野	223
上钩	24291
上镜	33255
上门	275660
上门费	732
上限	157911
上阵	101295
上面	1310429
上鞋	3027
上颌	8398
上颌骨	4873
上头	47450
上头	47450
上风	68387
上馆子	1583
上饶	22351
上饶地区	2594
上饶市	8991
上饶县	3619
上首	14200
上马	102983
上高	29846
上高县	2873
下	26737542
下一个	401194
下一步	318720
下不了台	5449
下不为例	7037
下世	3989
下丘脑	25413
下九流	1424
下令	189566
下来	2485627
下凡	19926
下列	254412
下划线	2169
下功夫	118260
下午	4251438
下半天	740
下去	1997508
下同	54145
下唇	14899
下回	43110
下地	46972
下坡	27857
下坡路	8149
下垂	60934
下城区	21615
下场	187924
下场	187924
下士	7896
下定决心	80097
下家	28762
下层	63641
下属	334555
下山	110590
下岗	351569
下工	3202
下工夫	20899
下巴	148532
下巴颏	748
下弦	2415
下情	10195
下意识	79937
下手	219048
下拜	5885
下摆	35702
下放	97518
下方	212046
下旬	236319
下月	99401
下棋	48464
下榻	54212
下标	3970
下槛	16
下次	706760
下款	1261
下死劲	225
下毒	18987
下毒手	12346
下水	110622
下水	110622
下水礼	75
下水道	52227
下决心	92908
下沉	62909
下注	28012
下流	56227
下海	56284
下游	200688
下滑	424699
下营乡	18
下狱	6304
下班	620525
下界	11874
下发	287741
下确界	105
下笔	13612
下级	77096
下聘	805
下肢	121802
下脚料	7169
下台	116850
下花园	625
下花园区	273
下落	114599
下落不明	49261
下葬	16436
下药	10427
下蛋	15802
下行	151646
下装	7242
下订单	7481
下诏	22560
下课	183572
下调	317195
下调	317195
下议院	11361
下贱	12573
下跌	1271240
下跪	53730
下身	84211
下车	350138
下辈	1048
下辈子	102555
下达	240530
下边	50090
下乡	116225
下酒	82638
下里巴人	3295
下野	9422
下关	21636
下关区	6330
下降	2605653
下院	20448
下陷	15511
下陆	1865
下陆区	186
下雨	438477
下雪	312988
下面	1159872
下颌	32412
下颌骨	13753
下颏	1921
下颚	13632
下风	44649
下飞机	25307
下马	48049
下马威	12667
下体	20605
下面	1159872
下鼻甲	4302
下龙湾	2879
丌	2179
丌	2179
丌	2179
不	70153387
不一	266260
不一定	618754
不一样	937596
不一而足	13850
不三不四	8364
不下	435262
不下于	7783
不中意	2095
不中用	8554
不丹	11483
不主故常	55
不久	846704
不久前	273609
不乏	160261
不干不净	3727
不了	2128877
不了了之	36534
不予	201879
不事生产	945
不二价	1989
不二法门	5159
不亚于	58431
不亢不卑	1158
不亦乐乎	47768
不人道	11624
不仁	13233
不以人废言	259
不以为意	15935
不以为然	76560
不休	133484
不但	1228586
不住	898931
不来梅	41306
不来梅港	688
不依	19298
不依不饶	19059
不便	296132
不俗	130330
不信任案	3988
不修边幅	8930
不倒翁	7208
不伦不类	18556
不值	71242
不值一文	1046
不值得	153621
不假思索	24222
不偏不倚	12090
不做声	7874
不停	914155
不备	25215
不仅	3669932
不像样	4168
不像话	23788
不光	179821
不克	9198
不免	131749
不公	91600
不共戴天	8314
不再	2131338
不准	469358
不冻港	495
不凡	78913
不出所料	15305
不分	193697
不分胜负	3912
不分彼此	4104
不分昼夜	10815
不分皂白	506
不分轩轾	484
不分青红皂白	9201
不切实际	48864
不刊之论	221
不列颠	10268
不利	485090
不到	3324045
不到黄河心不死	1593
不力	112665
不动产	105639
不动声色	50113
不动点	2298
不务正业	20845
不胜	99292
不胜其烦	5110
不胜枚举	18910
不劳而获	15933
不卑不亢	19043
不即不离	1059
不厌其烦	30914
不及	379148
不受欢迎	20221
不只	104901
不可	2087964
不可一世	20847
不可估量	23874
不可分割	45181
不可胜数	3875
不可胜言	179
不可同日而语	18080
不可名状	1900
不可告人	16398
不可多得	33849
不可思议	223894
不可或缺	90869
不可抗力	18128
不可抗拒	19651
不可收拾	14091
不可救药	9669
不可数	1774
不可枚举	84
不可理喻	18904
不可知论	123
不可磨灭	19293
不可端倪	102
不可终日	600
不可能	1701879
不可言喻	2281
不可逾越	13714
不可避免	202585
不可开交	29322
不可靠	26433
不合	129181
不合作	15969
不合时宜	30475
不同	6966512
不同凡响	21238
不名一文	964
不名一钱	57
不名誉	922
不吝	11497
不吝珠玉	14
不含糊	12536
不咎既往	470
不问	123797
不问青红皂白	3591
不啻	20675
不善	108734
不单	33600
不在	1210143
不在乎	245275
不在意	68454
不在话下	27242
不堪	200376
不堪一击	33369
不堪入目	13567
不堪设想	49987
不外	21974
不外乎	32556
不够	1653027
不大	1043259
不大离	62
不失时机	32813
不失为	70973
不好惹	9671
不好意思	421657
不如	1442962
不妙	86404
不妥	86129
不妨	338857
不孕	55400
不孕症	15324
不孝	29628
不学无术	8143
不安	328814
不安其室	11
不安分	21341
不安好心	1708
不定	150551
不定式	3470
不定方程	473
不定期	1007
不宜	388121
不客气	71459
不宣而战	1596
不容	245876
不容置疑	22935
不容置辩	455
不寒而栗	20439
不对	669532
不对称	86296
不对头	15609
不少	3515814
不屈	26824
不屈不挠	24350
不屑	147882
不屑一顾	37125
不巧	29196
不已	387807
不平	75579
不平凡	47208
不平则鸣	908
不平等条约	9280
不平衡	187949
不幸	508580
不待说	954
不得	1569062
不得不	1138200
不得了	155847
不得人心	11042
不得其门而入	1402
不得劲	2791
不得已	76717
不得已而为之	11280
不得而知	58802
不得要领	6281
不复	45980
不必	825422
不必要	147676
不忍	93059
不忙	26072
不快	165352
不念旧恶	845
不怎么	164785
不怎么样	44115
不怕	694080
不急之务	261
不恤	1496
不恤人言	18
不耻下问	3249
不悦	43956
不患寡而患不均	1492
不情之请	1694
不惑	12470
不惜	234018
不惟	5850
不想	2996358
不意	14693
不愧	156497
不愧不怍	11
不慌不忙	28711
不慎	134875
不懈	139920
不应期	8773
不怀好意	19902
不成	442349
不成文	16706
不成文法	497
不成材	1925
不成话	1103
不成体统	1693
不才	14932
不打不成相识	332
不打不相识	3820
不打自招	3265
不折不扣	59302
不拘	16887
不拘一格	16927
不拘小节	12166
不振	33486
不揣冒昧	1009
不择手段	38933
不支	30787
不攻自破	11285
不敢当	18791
不敢苟同	9419
不敢越雷池一步	1179
不敬	20172
不料	190424
不断	4917307
不日	18935
不明	353453
不明不白	17664
不明飞行物	11492
不易之论	104
不是	14890823
不是	14890823
不是冤家不聚头	1703
不是味儿	1219
不时	348513
不时之需	11301
不景气	58463
不暇	6577
不曾	265744
不会	8010572
不服	177362
不服水土	357
不期然而然	150
不期而遇	19915
不朽	56415
不欢而散	14313
不止	427963
不正之风	74430
不死心	19347
不比	145697
不毛	1368
不毛之地	4926
不求甚解	3201
不治之症	9082
不法	97727
不法分子	72841
不消	21476
不渝	6922
不测	29387
不满	631860
不济	36578
不为已甚	585
不为所动	22504
不无	94808
不无小补	386
不然	659487
不爽	254986
不独	12873
不理	229497
不甘	75181
不甘寂寞	15905
不甘心	117016
不甘于	5621
不甘示弱	25430
不用	2028991
不由	369622
不由分说	16381
不由得	179353
不由自主	103210
不畏	53655
不当	307554
不疾不徐	3178
不痛不痒	12464
不登大雅之堂	1547
不白之冤	3747
不尽	176464
不相上下	31248
不相容	10559
不相干	29393
不省人事	18916
不眠不休	5515
不睦	4911
不瞅不睬	243
不知	1781776
不知不觉	174427
不知凡几	1462
不知利害	376
不知好歹	7851
不知所之	348
不知所云	13510
不知所以	5047
不知所措	98158
不知死活	9016
不知羞耻	6369
不知轻重	2661
不知进退	1858
不破不立	4348
不祥	30264
不祥之兆	2996
不禁	531674
不稂不莠	11
不稳定	225297
不稳性	44
不端	12317
不符	115201
不等	367067
不等式	14025
不等号	257
不管	1991296
不管三七二十一	6990
不管怎样	78654
不简单	81518
不粘锅	9939
不约而同	100808
不结盟	7404
不结盟运动	9056
不绝	127675
不绝如缕	2270
不绝于耳	37803
不经一事	354
不经之谈	84
不经意	178410
不置可否	21468
不羁	33547
不义之财	11525
不翼而飞	29607
不耐烦	99333
不闻不问	24438
不声不响	15248
不肖	12094
不育性	1591
不能	10492118
不能不	261366
不能自已	6516
不胫而走	13653
不自在	39402
不自量	1388
不自量力	8901
不至于	179390
不致	66954
不兴	9409
不舒服	308008
不良	812543
不苟	2979
不菲	89065
不落窠臼	552
不着边际	14718
不虚此行	9299
不虞	4213
不行	1055319
不行了	205037
不要	7793782
不要紧	82608
不要脸	140480
不见	834192
不见兔子不撒鹰	968
不见天日	4561
不见得	82323
不见棺材不落泪	1229
不见经传	785
不规则	109611
不解	211617
不言不语	7125
不言而喻	64722
不计	119027
不计其数	27345
不许	287556
不该	511758
不详	50588
不论	593171
不讳	36234
不谋而合	29589
不谢	5669
不识大体	988
不识好歹	3086
不识庐山真面目	2506
不识抬举	4150
不识时务	3766
不识高低	56
不变	520741
不变量	1265
不负众望	23331
不费吹灰之力	10552
不赖	101119
不赞一词	15
不起眼	63579
不足	1882454
不足挂齿	3042
不足为外人道	2361
不足为奇	34013
不足为虑	2501
不足为训	750
不足为道	891
不足道	2256
不轨	11553
不辨菽麦	23
不辞劳苦	6662
不辞而别	12240
不近人情	9193
不迭	8631
不送	38697
不透明	34668
不通	224765
不逞之徒	192
不速之客	18207
不连续	10718
不遂	4133
不过	7607718
不过意	824
不过尔尔	2559
不道德	36395
不违农时	1467
不逊	23100
不远千里	9153
不适	232392
不遗余力	55286
不锈钢	124984
不错	4169385
不锈钢	124984
不长进	2587
不关痛痒	600
不雅	22796
不露声色	6685
不灵	39777
不韪	1323
不愿	860667
不顾	330627
不顾一切	81233
不显山不露水	2621
不食人间烟火	9827
不饱和脂肪酸	24230
不齿	11870
丏	295
丐	51047
丐帮	45337
丑	414331
丑	414331
丑时	1960
丑角	6137
丒	111
且	2554791
且慢	18307
且末	2054
且末县	902
且听下回分解	2300
且说	15257
丕	13362
世	1452037
世	1452037
世上	378096
世世代代	22535
世事	74137
世交	4086
世人	213402
世仇	3511
世代	68692
世代交替	1247
世代相传	6856
世伯	2683
世俗	108362
世务	1148
世外桃源	25451
世子	19662
世家	107457
世局	557
世情	10391
世态	5618
世态炎凉	9858
世故	39596
世故	39596
世界	9936800
世界报	12011
世界大战	116788
世界末日	101734
世界杯	1001781
世界纪录	141229
世界级	103947
世界卫生组织	87229
世界观	150669
世界语	4076
世界贸易组织	67983
世界银行	86201
世相	4883
世禄	390
世系	4284
世纪	2223426
世纪末	21779
世袭	20980
世说新语	5150
世贸组织	128702
世运	1133
世道	52679
世锦赛	349230
世间	190710
世面	11900
世风	3659
世风日下	6822
丗	1572
丘	130327
丘	130327
丘八	1322
丘北	780
丘北县	1179
丘吉尔	24013
丘壑	1541
丘成桐	10367
丘比特	11884
丘尔金	1966
丘疹	22690
丘县	555
丘脑	17090
丘逢甲	1653
丘陵	48231
丙	235782
丙二醇	11165
丙午	6359
丙型肝炎	11946
丙子	6693
丙寅	6228
丙氨酸	10581
丙烯	20402
丙烯腈	2537
丙烯酸	13726
丙烯酸酯	3505
丙烯醛	730
丙烷	6588
丙申	5887
丙等	1073
丙纶	2250
丙辰	6294
丙酮	21539
丙酮酸	3859
丙醚	235
丙醛	270
丞	38356
丞相	56773
丢	924924
丢三落四	7962
丢下	86084
丢丑	1826
丢人	104560
丢人现眼	13322
丢失	235375
丢掉	139882
丢弃	77302
丢脸	81800
丢开	15063
丢面子	7669
丢饭碗	1155
丢魂落魄	61
丠	34
両	989
并	19061803
并不	3265140
并且	2580767
并入	48762
并列	183179
并存	127156
并排	35653
并立	9237
并联	23477
并肩	81293
并举	69477
并蒂莲	1379
并行	58347
并行不悖	4283
并行计算	1482
并进	20227
并重	78370
并非	976360
并驾齐驱	16420
丨	21735
丨	21735
丩	23
丫	686222
丫杈	192
丫头	257165
丫头片子	3366
丫髻	1080
丫鬟	27922
中	65460099
中	65460099
中	65460099
中世纪	45914
中亚	73134
中人	165409
中介	573509
中介所	3786
中伏	3080
中位数	11753
中俄	159892
中信银行	40396
中值定理	134
中伤	18101
中元	6030
中元节	1088
中共	351542
中共中央	310879
中共中央办公厅	9799
中午	1346954
中南	112667
中南海	54988
中南部	30953
中原	297050
中原区	3312
中古	20137
中古	20137
中和	139268
中和	139268
中国	27811293
中国交通运输协会	1192
中国人	1146867
中国人民政治协商会议	22183
中国人民解放军	138507
中国人民银行	174346
中国作协	11814
中国保险监督管理委员会	4257
中国共产党	437817
中国共产党中央委员会	20113
中国化	32500
中国北方工业公司	805
中国同盟会	1518
中国国民党革命委员会	4229
中国国防科技信息中心	417
中国国际信托投资公司	2107
中国国际广播电台	20136
中国国际航空公司	7175
中国地质大学	9867
中国地质调查局	1729
中国地震局	6667
中国城	14368
中国天主教爱国会	914
中国工商银行	55013
中国工程院	45765
中国广播公司	135
中国式	52831
中国政法大学	25251
中国新闻社	4334
中国日报	111397
中国民用航空局	534
中国海事局	970
中国海洋石油总公司	6184
中国画	27023
中国石油化工股份有限公司	3622
中国石油天然气集团公司	9162
中国社会科学院	57860
中国科学院	130759
中国籍	14041
中国精密机械进出口公司	44
中国美术馆	12218
中国致公党	2391
中国航空工业公司	25
中国航空运输协会	740
中国船舶工业集团	296
中国话	16897
中国证券监督管理委员会	29677
中国农业银行	31035
中国通	9832
中国进出口银行	8746
中国游艺机游乐园协会	12
中国银行	232337
中国长城工业公司	177
中国电视公司	109
中国青年报	59734
中土	67
中型	94190
中埔乡	16
中坚	43938
中场	354815
中坜市	119
中外	308229
中天	74959
中央	2245850
中央委员会	45148
中央广播电台	800
中央情报局	35405
中央政府	124109
中央日报	8000
中央民族大学	8434
中央研究院	5298
中央社	29102
中央处理机	156
中央财经大学	12885
中央军事委员会	4383
中央军委	101429
中央银行	100244
中央银行	100244
中央集权	11858
中央电视台	272240
中央党校	35143
中子	27091
中子弹	1465
中子星	2181
中子源	1886
中学	710971
中学生	208792
中宣部	38750
中宁	3304
中宁县	81
中专	133557
中尉	29116
中小企业	568034
中局	7300
中层	66119
中山	211775
中山公园	35852
中山区	7765
中山大学	68757
中山市	30779
中山成彬	1725
中山装	11351
中山陵	22423
中岛	804
中岳	3954
中川	1270
中巴	67522
中巴	67522
中常	30344
中年	410578
中庭	172
中庸	42128
中庸	42128
中弹	29515
中彩	6453
中微子	4661
中心	5392545
中心区	1407
中心矩	118
中心粒	235
中心点	11539
中性	179088
中情局	55257
中意	217678
中意	217678
中成药	44232
中括号	549
中指	85861
中提琴	2497
中文	654899
中新世	1373
中新社	236403
中新网	438990
中断	255180
中方	419804
中方县	864
中日	399329
中旬	406862
中暑	37226
中期	467134
中村	4330
中东	302382
中板	5357
中校	37917
中枪	70198
中标	129381
中枢	73953
中欧	96674
中止	109707
中正区	207
中段	67259
中毒	415692
中毒性	15065
中江	6036
中江县	1615
中沙群岛	615
中法战争	2122
中波	8562
中波	8562
中流	14677
中流砥柱	15913
中海油	66618
中游	58003
中灶	332
中牟	6248
中牟县	3155
中奖	437724
中环	55425
中生代	11043
中产阶级	41942
中田英寿	3468
中甸	6415
中甸县	642
中盘	37881
中看	41217
中看不中用	4706
中石器时代	239
中研院	3121
中秋	110960
中秋节	56394
中科院	101575
中程	10350
中空	29318
中立	102886
中立国	19609
中立性	3032
中站区	316
中等	343643
中等专业学校	12068
中等教育	11861
中篇小说	9024
中签	23196
中纪委	46653
中级	153854
中组部	22973
中缀	524
中线	153773
中缝	3813
中继	17183
中继器	1169
中继站	2433
中美	405118
中美文化研究中心	100
中美洲	17570
中老年	97221
中耳	9383
中耳炎	15195
中听	23173
中肯	32782
中胚层	1644
中脊	1372
中台	29
中兴	157103
中举	7676
